,WRIST,THUMB_CMC,THUMB_MCP,THUMB_IP,THUMB_TIP,INDEX_FINGER_MCP,INDEX_FINGER_PIP,INDEX_FINGER_DIP,INDEX_FINGER_TIP,MIDDLE_FINGER_MCP,MIDDLE_FINGER_PIP,MIDDLE_FINGER_DIP,MIDDLE_FINGER_TIP,RING_FINGER_MCP,RING_FINGER_PIP,RING_FINGER_DIP,RING_FINGER_TIP,PINKY_MCP,PINKY_PIP,PINKY_DIP,PINKY_TIP,LABEL
0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",Negative
1,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",Negative
2,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",Negative
3,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",Negative
4,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",Negative
5,"(0.26753056049346924, 0.11231594532728195, -2.0089870304218493e-05)","(0.2548816204071045, 0.07813337445259094, 0.014630843885242939)","(0.24061855673789978, 0.06514390558004379, 0.02011089026927948)","(0.22718048095703125, 0.06349080801010132, 0.02443440817296505)","(0.22092635929584503, 0.07141906768083572, 0.027386071160435677)","(0.22830919921398163, 0.06261268258094788, 0.006771561689674854)","(0.21238335967063904, 0.056223057210445404, 0.014744131825864315)","(0.2170495241880417, 0.062354676425457, 0.016837168484926224)","(0.22347939014434814, 0.06794851273298264, 0.015770994126796722)","(0.2240033596754074, 0.0769401267170906, 0.001632033963687718)","(0.21024762094020844, 0.07274963706731796, 0.014169360511004925)","(0.21713903546333313, 0.07880688458681107, 0.017264245077967644)","(0.22531606256961823, 0.08240383863449097, 0.013524607755243778)","(0.22119900584220886, 0.09256650507450104, -0.0012527104699984193)","(0.20863625407218933, 0.08910707384347916, 0.010973134078085423)","(0.2146073877811432, 0.09332768619060516, 0.01360856369137764)","(0.22232180833816528, 0.09687066078186035, 0.009681949391961098)","(0.2200951725244522, 0.10845069587230682, -0.00289959367364645)","(0.20666983723640442, 0.10655876249074936, 0.006969531998038292)","(0.21026238799095154, 0.10846966505050659, 0.010804270394146442)","(0.21647824347019196, 0.11115303635597229, 0.010018874891102314)",Negative
6,"(0.2704146206378937, 0.10808311402797699, -8.612811143393628e-06)","(0.24957318603992462, 0.11800158023834229, 0.02119341865181923)","(0.23456326127052307, 0.11558645963668823, 0.02604508213698864)","(0.22484144568443298, 0.10467933863401413, 0.02862546406686306)","(0.2215976119041443, 0.09378370642662048, 0.031319957226514816)","(0.2234022319316864, 0.11492764949798584, 0.0034899034071713686)","(0.2121681571006775, 0.09304885566234589, 0.016045259311795235)","(0.21839888393878937, 0.08917339146137238, 0.026078859344124794)","(0.22363786399364471, 0.09252733737230301, 0.029461847618222237)","(0.22503401339054108, 0.09724827110767365, -0.006081650499254465)","(0.2179546058177948, 0.07271943241357803, 0.009282706305384636)","(0.22541888058185577, 0.07240395992994308, 0.015882601961493492)","(0.2303667664527893, 0.08042358607053757, 0.013919234275817871)","(0.22908978164196014, 0.07847266644239426, -0.011784898117184639)","(0.22300460934638977, 0.05906260013580322, 0.005749334581196308)","(0.23069587349891663, 0.059922728687524796, 0.012435619719326496)","(0.23580433428287506, 0.06825470924377441, 0.010066142305731773)","(0.23436720669269562, 0.058973707258701324, -0.016354186460375786)","(0.22765202820301056, 0.045098308473825455, -0.0015035329852253199)","(0.23413008451461792, 0.04872694984078407, 0.004134094342589378)","(0.23930083215236664, 0.05726572498679161, 0.0037755684461444616)",Negative
7,"(0.27280193567276, 0.10452631115913391, 1.7835340031524538e-06)","(0.2547965347766876, 0.11561522632837296, 0.008556732907891273)","(0.23995541036128998, 0.11108081787824631, 0.0082563990727067)","(0.22983896732330322, 0.09766625612974167, 0.008531851693987846)","(0.22521379590034485, 0.08509885519742966, 0.009899184107780457)","(0.23289750516414642, 0.11172817647457123, -0.012880557216703892)","(0.21756988763809204, 0.09665865451097488, -0.005581115372478962)","(0.22220055758953094, 0.09094821661710739, 0.004101763013750315)","(0.22772173583507538, 0.09173831343650818, 0.009153075516223907)","(0.23596322536468506, 0.09417328983545303, -0.01568571664392948)","(0.22543539106845856, 0.07146018743515015, -0.0054139490239322186)","(0.23109787702560425, 0.07163404673337936, 0.002424932550638914)","(0.23678936064243317, 0.07807061821222305, 0.0030582277104258537)","(0.24079054594039917, 0.07589996606111526, -0.015497486107051373)","(0.2322135865688324, 0.05422268062829971, -0.004621000494807959)","(0.23804673552513123, 0.05667467415332794, 0.002555064158514142)","(0.24355864524841309, 0.0643283799290657, 0.0025320216082036495)","(0.24579882621765137, 0.058009181171655655, -0.01465152483433485)","(0.2364933043718338, 0.04196377843618393, -0.006569781806319952)","(0.24006283283233643, 0.04466079920530319, -0.0016186903230845928)","(0.24469666182994843, 0.05098795145750046, -0.0006549522513523698)",Negative
8,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",Negative
9,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",Negative
