,WRIST,THUMB_CMC,THUMB_MCP,THUMB_IP,THUMB_TIP,INDEX_FINGER_MCP,INDEX_FINGER_PIP,INDEX_FINGER_DIP,INDEX_FINGER_TIP,MIDDLE_FINGER_MCP,MIDDLE_FINGER_PIP,MIDDLE_FINGER_DIP,MIDDLE_FINGER_TIP,RING_FINGER_MCP,RING_FINGER_PIP,RING_FINGER_DIP,RING_FINGER_TIP,PINKY_MCP,PINKY_PIP,PINKY_DIP,PINKY_TIP,LABEL
0,"(0.6607707738876343, 0.3569728136062622, -1.8316366549697705e-05)","(0.6572816967964172, 0.37532031536102295, -0.017583400011062622)","(0.6581677198410034, 0.39473047852516174, -0.03366636484861374)","(0.6642498970031738, 0.4108440577983856, -0.04408632218837738)","(0.6704462766647339, 0.41629543900489807, -0.05514344945549965)","(0.6672759056091309, 0.3902631103992462, -0.05699531361460686)","(0.666742742061615, 0.39144274592399597, -0.07210680842399597)","(0.6671850681304932, 0.3856121599674225, -0.07857728004455566)","(0.666721761226654, 0.38198500871658325, -0.0816536545753479)","(0.6759026646614075, 0.37574198842048645, -0.05266552418470383)","(0.6781437397003174, 0.3707232177257538, -0.06775941699743271)","(0.6773404479026794, 0.3648855686187744, -0.06887601315975189)","(0.6747595071792603, 0.36279964447021484, -0.07188031077384949)","(0.6831768751144409, 0.3606248199939728, -0.04615970328450203)","(0.6865048408508301, 0.356273889541626, -0.05830952525138855)","(0.6846524477005005, 0.35200512409210205, -0.057877831161022186)","(0.6809016466140747, 0.3505605459213257, -0.05917090177536011)","(0.6886354088783264, 0.34620174765586853, -0.040888462215662)","(0.694396436214447, 0.3415602743625641, -0.050204914063215256)","(0.6914403438568115, 0.3402489423751831, -0.051539305597543716)","(0.6857101321220398, 0.34167152643203735, -0.05303753912448883)",Negative
1,"(0.6565657258033752, 0.35467061400413513, 5.351906111172866e-06)","(0.6658328771591187, 0.3387468159198761, -0.020759273320436478)","(0.674940824508667, 0.3356502056121826, -0.038535237312316895)","(0.6820110082626343, 0.34148120880126953, -0.05026090517640114)","(0.6844802498817444, 0.34939152002334595, -0.06069888919591904)","(0.6772425770759583, 0.36850711703300476, -0.060539375990629196)","(0.6787670850753784, 0.35778144001960754, -0.0738186240196228)","(0.6776704788208008, 0.3524525761604309, -0.0749206691980362)","(0.675812304019928, 0.3522789776325226, -0.0749674141407013)","(0.6748581528663635, 0.38283616304397583, -0.05455050617456436)","(0.6773136258125305, 0.3647029995918274, -0.0669281855225563)","(0.6764172315597534, 0.3567500114440918, -0.06449130922555923)","(0.6745349764823914, 0.3567371666431427, -0.0665660947561264)","(0.6716786623001099, 0.39020654559135437, -0.04774985834956169)","(0.6734345555305481, 0.36971431970596313, -0.05706031993031502)","(0.6729543209075928, 0.3610641360282898, -0.05273527279496193)","(0.6724246740341187, 0.36172640323638916, -0.05259370431303978)","(0.6681506037712097, 0.3934505879878998, -0.0421619787812233)","(0.6701107025146484, 0.3776310086250305, -0.049984320998191833)","(0.6692912578582764, 0.36843666434288025, -0.05122854933142662)","(0.668743371963501, 0.3679734766483307, -0.052267011255025864)",Negative
2,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",Negative
3,"(0.6690797805786133, 0.355075865983963, -1.5093068213900551e-05)","(0.6630461812019348, 0.361634761095047, -0.023840563371777534)","(0.6622289419174194, 0.3709908127784729, -0.04006920009851456)","(0.6675093173980713, 0.37676021456718445, -0.05028002709150314)","(0.6732904314994812, 0.3788795471191406, -0.06022106111049652)","(0.6692541241645813, 0.3857119381427765, -0.059766001999378204)","(0.6644166111946106, 0.3872249722480774, -0.07651858031749725)","(0.664335310459137, 0.3813916742801666, -0.0847482904791832)","(0.6647049188613892, 0.37823858857154846, -0.08837787061929703)","(0.6773433089256287, 0.3758854866027832, -0.05294531211256981)","(0.6727628707885742, 0.3706304728984833, -0.07124028354883194)","(0.6713703274726868, 0.36134451627731323, -0.07689381390810013)","(0.6701845526695251, 0.3566798269748688, -0.08342566341161728)","(0.6847670674324036, 0.36321839690208435, -0.044812168926000595)","(0.6822056770324707, 0.3568578064441681, -0.06231257691979408)","(0.6807841062545776, 0.34903407096862793, -0.06582438200712204)","(0.6782240867614746, 0.3452749252319336, -0.06929655373096466)","(0.6917280554771423, 0.3506156802177429, -0.03820735961198807)","(0.6942243576049805, 0.34596019983291626, -0.053131211549043655)","(0.6914708018302917, 0.34208306670188904, -0.058744460344314575)","(0.6869349479675293, 0.3410303294658661, -0.06259159743785858)",Negative
4,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",Negative
5,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",Negative
6,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",Negative
7,"(0.6791861653327942, 0.3479216694831848, 5.851165951753501e-06)","(0.6721934080123901, 0.3635571300983429, -0.015207424759864807)","(0.6662326455116272, 0.37998539209365845, -0.02958792634308338)","(0.6664330363273621, 0.3942044973373413, -0.03805292025208473)","(0.6689568758010864, 0.401968777179718, -0.04633165895938873)","(0.6569084525108337, 0.3836438059806824, -0.05421006679534912)","(0.6534658074378967, 0.396940678358078, -0.06602325290441513)","(0.6569570302963257, 0.39639991521835327, -0.07372160255908966)","(0.6602022647857666, 0.39284589886665344, -0.0804608166217804)","(0.6639386415481567, 0.37218794226646423, -0.0512671060860157)","(0.6644046306610107, 0.38508862257003784, -0.06634101271629333)","(0.6691577434539795, 0.38069915771484375, -0.06921179592609406)","(0.6707994937896729, 0.37557750940322876, -0.07394935935735703)","(0.6734617948532104, 0.3596218228340149, -0.046271517872810364)","(0.6766486763954163, 0.3677477538585663, -0.05588101968169212)","(0.6812164187431335, 0.36440569162368774, -0.05755046010017395)","(0.6821781396865845, 0.36036422848701477, -0.06087995320558548)","(0.6830244064331055, 0.3466894030570984, -0.04226258024573326)","(0.687295138835907, 0.3507685661315918, -0.05146291106939316)","(0.6902875304222107, 0.34946006536483765, -0.0560104139149189)","(0.6897510886192322, 0.34819522500038147, -0.05972955748438835)",Negative
8,"(0.6876770257949829, 0.35597071051597595, 7.1351723818224855e-06)","(0.6840417981147766, 0.37897637486457825, -0.013303940184414387)","(0.6761742830276489, 0.3922625780105591, -0.0215948224067688)","(0.6682801842689514, 0.39276453852653503, -0.026476332917809486)","(0.6641959547996521, 0.3855243921279907, -0.03250895068049431)","(0.6634578704833984, 0.38482844829559326, -0.033947817981243134)","(0.658966064453125, 0.380524218082428, -0.04866022616624832)","(0.6607909798622131, 0.37645646929740906, -0.05693526193499565)","(0.6636939644813538, 0.37337198853492737, -0.061595890671014786)","(0.6606125235557556, 0.370783269405365, -0.031497772783041)","(0.6591241359710693, 0.3657439053058624, -0.045958101749420166)","(0.6648771166801453, 0.36248889565467834, -0.05177971348166466)","(0.6698300838470459, 0.36089804768562317, -0.05570799112319946)","(0.6610216498374939, 0.356380820274353, -0.02835208922624588)","(0.6610242128372192, 0.35270705819129944, -0.041940271854400635)","(0.6685285568237305, 0.35368770360946655, -0.045433253049850464)","(0.6744394302368164, 0.3551512360572815, -0.046509016305208206)","(0.6640616655349731, 0.3433105945587158, -0.025992395356297493)","(0.6647207140922546, 0.34128639101982117, -0.035278934985399246)","(0.6709243059158325, 0.3448680639266968, -0.03781938552856445)","(0.6756013631820679, 0.349484384059906, -0.03935246914625168)",Negative
9,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",Negative
