,WRIST,THUMB_CMC,THUMB_MCP,THUMB_IP,THUMB_TIP,INDEX_FINGER_MCP,INDEX_FINGER_PIP,INDEX_FINGER_DIP,INDEX_FINGER_TIP,MIDDLE_FINGER_MCP,MIDDLE_FINGER_PIP,MIDDLE_FINGER_DIP,MIDDLE_FINGER_TIP,RING_FINGER_MCP,RING_FINGER_PIP,RING_FINGER_DIP,RING_FINGER_TIP,PINKY_MCP,PINKY_PIP,PINKY_DIP,PINKY_TIP,LABEL
0,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",Negative
1,"(0.7099218368530273, 0.08734070509672165, -2.9487251595128328e-05)","(0.7319003343582153, 0.08380812406539917, 0.0027057903353124857)","(0.7496684193611145, 0.09909076988697052, -0.007212044205516577)","(0.7684509754180908, 0.11839322745800018, -0.010259867645800114)","(0.7811871767044067, 0.13145501911640167, -0.0110465157777071)","(0.7787341475486755, 0.1170811727643013, -0.05317431315779686)","(0.7939063906669617, 0.13980747759342194, -0.04107898473739624)","(0.7842958569526672, 0.1348886340856552, -0.02981826290488243)","(0.774482011795044, 0.12791550159454346, -0.026004794985055923)","(0.7869802713394165, 0.13964901864528656, -0.0485568605363369)","(0.7959795594215393, 0.1645122617483139, -0.02778048999607563)","(0.7814684510231018, 0.15696650743484497, -0.013583244755864143)","(0.7694174647331238, 0.14790306985378265, -0.017565935850143433)","(0.7867597937583923, 0.15928050875663757, -0.037150993943214417)","(0.7922040224075317, 0.18178878724575043, -0.014286641031503677)","(0.7769187688827515, 0.1713273525238037, -0.009332815185189247)","(0.7649607062339783, 0.15876755118370056, -0.017189882695674896)","(0.7815135717391968, 0.17623378336429596, -0.025316176936030388)","(0.7847275137901306, 0.1948162466287613, -0.004682373721152544)","(0.7730219960212708, 0.18506312370300293, 0.00017759429465513676)","(0.7635168433189392, 0.1725258231163025, -0.00368308974429965)",Negative
2,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",Negative
3,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",Negative
4,"(0.7262067198753357, 0.091607466340065, -5.5872631492093205e-05)","(0.7248744368553162, 0.13273949921131134, -0.028159448876976967)","(0.7274227142333984, 0.16051502525806427, -0.05658853426575661)","(0.7380316853523254, 0.17551502585411072, -0.0745902955532074)","(0.748925507068634, 0.1716674119234085, -0.09347648918628693)","(0.7625986933708191, 0.19414426386356354, -0.0838862806558609)","(0.7629281878471375, 0.19278237223625183, -0.08817868679761887)","(0.7508995532989502, 0.16636577248573303, -0.0960896834731102)","(0.7409048676490784, 0.15258875489234924, -0.10614937543869019)","(0.7834940552711487, 0.16532999277114868, -0.07156839966773987)","(0.784873902797699, 0.14926332235336304, -0.06827466934919357)","(0.7700352072715759, 0.1286131888628006, -0.06803785264492035)","(0.7582271099090576, 0.1251865178346634, -0.07753703743219376)","(0.7959858775138855, 0.13253989815711975, -0.055113185197114944)","(0.7999320030212402, 0.1118241623044014, -0.04664592072367668)","(0.7843782901763916, 0.09603159129619598, -0.047447796911001205)","(0.7741309404373169, 0.09623199701309204, -0.05464605987071991)","(0.803166925907135, 0.10196606069803238, -0.04096192494034767)","(0.8064913749694824, 0.0814300999045372, -0.036910876631736755)","(0.7936050295829773, 0.07034231722354889, -0.035333313047885895)","(0.7838212251663208, 0.07305614650249481, -0.03758646920323372)",Negative
5,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",Negative
6,"(0.7206004858016968, 0.06997126340866089, -4.249508856446482e-05)","(0.7222874164581299, 0.12631021440029144, -0.034193459898233414)","(0.7283938527107239, 0.16669045388698578, -0.0673990398645401)","(0.7425402402877808, 0.1933409422636032, -0.08715113997459412)","(0.7554716467857361, 0.19858318567276, -0.10399570316076279)","(0.759384036064148, 0.17386960983276367, -0.10773707926273346)","(0.765740692615509, 0.20399484038352966, -0.12022211402654648)","(0.7564688920974731, 0.18965113162994385, -0.1240566298365593)","(0.749678909778595, 0.17609164118766785, -0.12903039157390594)","(0.7796491980552673, 0.1446632444858551, -0.09392591565847397)","(0.7857657074928284, 0.17179736495018005, -0.1013578251004219)","(0.7729704976081848, 0.16285358369350433, -0.09719421714544296)","(0.7609300017356873, 0.15361857414245605, -0.10321212559938431)","(0.7918276190757751, 0.1158946231007576, -0.07567733526229858)","(0.7997515797615051, 0.1356837898492813, -0.07436775416135788)","(0.7860806584358215, 0.1310856193304062, -0.06988342106342316)","(0.774537980556488, 0.12575893104076385, -0.07305919378995895)","(0.7989675402641296, 0.09193424880504608, -0.06050698459148407)","(0.8067623376846313, 0.09857720881700516, -0.058309733867645264)","(0.7962217926979065, 0.09600310027599335, -0.05650150030851364)","(0.7858823537826538, 0.0944090485572815, -0.05971258133649826)",Negative
7,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",Negative
8,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",Negative
9,"(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)","(0, 0, 0)",Negative
